x,y
0.4801534722548668,0.41515186110541724
0.8521899139864916,0.683965338955465
0.4676463350785987,0.29343810521912
0.7460144700706539,0.7100430481247976
0.656288358086427,0.7026851298134449
0.6826832881398707,0.776778853752793
0.31802876191858737,0.3613760983158416
0.0906424035150262,0.1315489771314742
0.588560653826744,0.47038325521052404
0.04936342266378029,0.19418136113120893
0.5086890126363988,0.574261395735712
0.3811598516867141,0.41950447630789756
0.5349442584781472,0.672058808672102
0.23673532974661854,0.20379842418475816
0.12135982598964032,0.25158456671385315
0.09940378084742747,0.9156086006163842
0.12656946276652262,0.17362590714575743
0.632191964488017,0.6551408158563904
0.2914356510826245,0.4487615518151399
0.4171226166208158,0.5281984443326752
0.014620295383517983,0.14127396208469584
0.8416488900795294,0.73351534817564
0.8774278222615086,0.8765228645285862
0.9234577074108913,0.9700003427938669
0.7575282699025456,0.7546379850506616
0.16582346876748758,0.38725671033496806
0.029377535896117322,0.29825887851957994
0.014740687272098593,0.15289099886938604
0.8838509194215212,0.9601933968598918
0.24499035184885287,0.3195885022458832
0.9985563586626897,0.8612298356020673
0.4975750964987262,0.5624642919445905
0.6088528849763976,0.5284654363470583
0.7295420509682614,0.7350615514784111
0.17236556368415373,0.27439634637935234
0.39894894888810856,0.6339294816799211
0.8960195532690814,0.8812833425302881
0.42821737151122646,0.5158349965407796
0.5058375259706437,0.558320090707581
0.9627840687789034,0.8782197024905629
0.6449246108115644,0.6873071259033483
0.6664528924696275,0.7304365870906521
0.6011195939291176,0.4913748878748345
0.0,0.05436952982830932
0.6113794434452755,0.5663287593159766
0.9118286704173045,0.9155131498873335
0.925638694328732,0.9087547055287827
0.1874895833308711,0.2100547883397334
0.33031967631237324,0.3121694843708562
0.03463497030047874,0.20676072119511676
0.6968462327622684,0.6762187332189967
0.06447561234989392,0.1617482452392826
0.22165921978534278,0.1712086059307697
0.14490839964080823,0.28621726522541757
0.09687943925609409,0.07427207408602922
0.7991420045527495,0.895390607468755
0.6187975151992005,0.6055112578060632
0.3823378089780542,0.43936533234420055
0.8953245090528898,0.9283167587622277
0.08100693448067738,0.04155608100655512
0.9144066341885118,0.9120139855879441
0.21964594508401564,0.07886503413944894
0.783610273212351,0.8654578404444061
0.5500798732670179,0.5663598954317363
0.5321015095501985,0.650078407032803
0.9148914805134836,0.9333170832481021
0.19154922100712857,0.2805345783524463
0.5131448929068413,0.5496641955188222
0.7304623866593132,0.6198313200787602
0.42902499040165726,0.41564667347180534
0.8069394039143464,0.9093041633302239
0.5196532201379018,0.6069044432325663
0.5027870234235083,0.5168688097319282
0.14585008796191887,0.38825665757336375
0.46567835637925625,0.4512383286402626
0.7357387909963035,0.6674848443329736
