x,y
0.21197592442108953,6.694552867600546e-159
0.08743757883158776,6.960204634353235e-159
0.8187253979013593,5.560000858206058e-158
0.9502815082804954,5.445054796962039e-158
0.0477467394737838,8.367187086914014e-159
0.3841870704962819,2.9536696102037324e-158
0.33080728183410585,1.784622059225873e-158
0.18181834485908316,1.6315967542110029e-158
0.34449621788819507,1.7821517408679406e-158
0.3354650730885397,1.6902204283046553e-158
0.8573893713898056,5.168704664026213e-158
0.9942891037373351,5.6347128884233725e-158
0.2175708506646336,1.2093761350261807e-158
0.7244095798189787,3.5797530198023498e-158
0.25747774856544736,2.219231193238312e-158
0.9072022680448304,5.7150679974126e-158
0.22951831064024925,1.7392678224213175e-158
0.8522442949145523,4.774349430287497e-158
0.3782438787791382,2.7035811386457054e-158
0.7344332399130402,4.022936773877156e-158
0.8970697004172862,5.833787553517244e-158
0.8191498240022819,5.0759610900324615e-158
0.4526845305804514,2.9273242187983714e-158
0.6967414018464552,4.2145419399213924e-158
0.8517458361414882,4.88112990042847e-158
0.019351589075122657,1.4051709794699708e-158
0.285915317176705,2.4443042325462485e-158
0.02699838843469829,1.2019622395638374e-158
0.2736347307701274,2.444226563894433e-158
0.003743334835365999,4.053133337926191e-159
0.1912939686943059,1.670205417737017e-158
0.22480504115632174,1.254176471113523e-158
0.7924110445289173,6.157342172752102e-158
0.581740597627528,3.5665218995125574e-158
0.06984205559411434,1.0666747042224961e-158
0.16572838661227576,2.0195779514162325e-158
0.45796624122834856,2.688268686416762e-158
0.549315639663465,4.070377893740132e-158
0.5819801924155158,3.4508305789183967e-158
0.8039179854104198,5.026005832902098e-158
0.508987693005765,3.559486926706137e-158
0.9404030699708635,5.610420565988567e-158
0.2051970435953872,1.3674158930571685e-158
0.3457149996144912,1.7013613388875344e-158
0.3971057516998506,2.9831664280718384e-158
0.33845950192389573,2.1258876250631843e-158
0.1379053572610105,1.5975025575852202e-158
0.6014138375047121,2.8920041751551186e-158
0.16237335988621387,2.639793796330949e-158
0.2986036897831931,2.9388805106241946e-158
0.12760502471196847,1.4466389011692306e-158
0.05180120623802844,1.2273918652264832e-158
0.7485062279725433,3.981868012310373e-158
0.5840232416214903,3.435260278177488e-158
0.6001778038324549,3.386505768426784e-158
0.527009926603028,3.719464336764385e-158
0.7578118508826762,5.304703815831959e-158
0.3490998726413539,2.534749822907616e-158
0.9400146561739756,5.931708809267322e-158
0.25897823955811394,1.9094007906051563e-158
0.12204655421642147,1.5136137353129554e-158
0.7339806839145406,3.8111399909492945e-158
0.7508820229816958,4.351978832076049e-158
0.2523858314881028,2.056915578539822e-158
0.2065574598661515,1.6919095684174242e-158
0.2784009435043811,2.540789540104014e-158
0.9864354151286299,5.779935836237609e-158
0.7108220113561711,4.250270758855433e-158
0.1178096796891108,1.0657310351729894e-158
0.05604786174998,1.4620629722090681e-158
0.08756696842544172,6.836500724607971e-159
0.8872485761582554,5.673307232137798e-158
0.22710869960760868,1.467713741594478e-158
0.885793518141421,5.564465570891992e-158
0.06608208593994036,1.0586858678982193e-158
0.07119172964743177,7.013494736096325e-159
0.49170141077255913,2.562333850782936e-158
0.2711951871806618,2.340040358500228e-158
0.8863761316950857,5.2065907031623764e-158
0.4387076024692047,2.907578073979835e-158
0.7608315216422759,4.844331526109562e-158
0.004588501713172794,6.050045389290262e-159
0.5054715750344121,3.2486166669965716e-158
0.7712483931089661,4.867605299147843e-158
0.6555922568945748,4.718982204370572e-158
0.44563030073182697,2.974665192668998e-158
0.7990342073824419,5.2229809974439665e-158
0.16810718832279634,1.5033030662525706e-158
0.34051027099981535,2.606829092453355e-158
0.20667067133764067,2.0408193115451737e-158
0.5454905754949039,3.9417703012650095e-158
0.5203597217702689,3.841551853308313e-158
0.7316241400171462,4.768660047921507e-158
0.17856019895807498,1.4990046460280558e-158
0.2756960248374499,2.0522656441246453e-158
0.712952161543454,4.036710852941966e-158
0.05262761366163136,8.00282855476643e-159
0.9326215913434307,6.01119886052437e-158
0.5091231712649879,3.694634973291805e-158
0.23125375617049576,9.839535732471495e-159
0.976623802414971,5.696196776075105e-158
0.8279037451124142,5.100678890387342e-158
0.4554135868530149,2.276863920616427e-158
0.21380192141998078,1.5054884532766327e-158
0.499999674403569,2.82317824226342e-158
0.26640712447326764,2.192227956242437e-158
0.3072026113158561,2.91708684624442e-158
0.7207803772729298,4.299567290817353e-158
0.15248282993192264,2.256228432123822e-158
0.3456645685918017,1.9215930202979634e-158
0.706682118076157,4.293159237856777e-158
0.9868169025971082,5.483944005835738e-158
0.26433673617607956,2.1894700403058967e-158
0.790968242073379,5.377926616951401e-158
0.1538402351223137,2.628682747485188e-158
0.9782214952071352,4.839312513020831e-158
0.9441282021749995,5.513441805473483e-158
0.8689183064063579,5.454911788821657e-158
0.049838150623762616,1.7665258813918641e-158
0.09047520257731881,4.937904596614037e-159
0.6686084096552432,4.534482203248388e-158
0.06390375155052,8.673741120530513e-159
0.05118599955539649,1.798955925425293e-158
0.7520715681865947,4.700498167170977e-158
0.17317451032135048,2.4758549691832024e-158
0.3426110727150181,1.556353911248982e-158
0.13293383837173095,9.642626627740152e-159
0.10339575198472287,4.50616886217549e-159
0.5309608696986042,3.9033892585223255e-158
0.4695541188482562,2.715483381812472e-158
0.01877205579986702,9.434341082526122e-159
0.9820855430554546,4.84167470947753e-158
0.35507423460925414,2.058432795833166e-158
0.12432256387448383,1.4381364054531256e-158
0.6903632673569637,4.391608915584359e-158
0.7421182004545985,3.7368124107050645e-158
0.08165156519526456,8.579490392395646e-159
0.688307541673797,4.839896614498516e-158
0.7514001753825553,4.735354221140166e-158
0.9743930254696902,4.9849055386643544e-158
0.011242681079303117,1.2059945816406168e-158
0.9424985946194392,5.9657602559288325e-158
0.29429626780436047,2.6280771343871237e-158
0.6205749006472946,3.4419101795041103e-158
0.8806783044177076,5.1692316925123064e-158
0.14062745561482443,9.735024456154326e-159
0.7977440536311837,5.170432269116827e-158
0.24866010698429614,1.9692849638995145e-158
0.4217954172184715,3.1772902590365e-158
0.8332308100848409,4.649296929028895e-158
0.2443141162672054,2.0027032261055632e-158
0.9578024639486212,5.451108193289047e-158
0.3595077313504298,2.4014332105773118e-158
0.1396286817489727,1.516172648960047e-158
0.8547455694938173,4.721544782105922e-158
0.0956397830552841,6.504627640428149e-159
0.8415914335717565,4.760521403317275e-158
0.9436317887402557,5.2931361013967875e-158
0.051927206783156626,1.2124660666508108e-158
0.9397902118383457,5.088686348968295e-158
0.8752957758226831,5.2610322256549715e-158
